t,h_1,h_2,h_3
409,9.98247913074834,16.555412287304698,10.1052870857763
410,9.983680095492689,16.5637208387869,10.1162050068751
411,9.984868397548409,16.5719771782426,10.1270725506031
412,9.98604417086938,16.5801816247676,10.137889913334801
413,9.98720754798313,16.5883344955444,10.1486572908843
414,9.98835866000624,16.5964361058533,10.159374878506199
415,9.98949763665956,16.604486769084698,10.1700428708961
416,9.99062460628325,16.6124867967501,10.1806614621909
417,9.99173969585161,16.6204364984943,10.19123084597
418,9.99284303098789,16.6283361821064,10.2017512152555
419,9.99393473597875,16.6361861535312,10.212222762512699
420,9.99501493378872,16.6439867168808,10.2226456796511
421,9.9960837460744,16.6517381744454,10.233020158025099
422,9.99714129319852,16.659440826704902,10.243346388433801
423,9.99818769424392,16.6670949723395,10.2536245611229
424,9.99922306702726,16.6747009082411,10.263854865784099
425,10.000247528112698,16.6822589295236,10.2740374915565
426,10.001261192825199,16.6897693295346,10.2841726270272
427,10.0022641752641,16.697232399865502,10.2942604602315
428,10.0032565883162,16.704648430362198,10.3043011786541
429,10.004238543668698,16.712017709136,10.314294969229199
430,10.0052101518219,16.7193405225741,10.3242420183416
431,10.0061715221025,16.7266171553498,10.3341425118273
432,10.0071227626759,16.733847890432997,10.343996634973802
433,10.008063980558301,16.7410330091007,10.353804572521199
434,10.0089952816297,16.7481727909471,10.363566508662801
435,10.0099167706456,16.7552675138937,10.3732826270452
436,10.010828551249501,16.7623174541996,10.38295311077
437,10.011730725984199,16.7693228864713,10.3925781423936
438,10.0126233963041,16.776284083672902,10.402157903928199
439,10.0135066625869,16.783201317135802,10.4116925768425
440,10.0143806241448,16.7900748565688,10.4211823420625
441,10.015245379236198,16.796904970067597,10.430627379971801
442,10.0161010250766,16.8036919241246,10.4400278704128
443,10.016947657850599,16.8104359836388,10.4493839926869
444,10.0177853727218,16.8171374119248,10.458695925555698
445,10.018614263844698,16.823796470722698,10.4679638472411
446,10.019434424375,16.8304134202079,10.477187935426699
447,10.0202459464805,16.8369885189995,10.486368367257901
448,10.0210489213515,16.8435220241707,10.4955053193429
449,10.0218434392115,16.850014191257202,10.5045989677535
450,10.0226295893271,16.856465274267002,10.5136494880256
451,10.0234074600189,16.8628755256893,10.52265705516
452,10.024177138671,16.869245196503503,10.531621843623
453,10.024938711741301,16.8755745361884,10.540544027347599
454,10.025692264771301,16.881863792731,10.5494237797335
455,10.0264378823962,16.8881132126355,10.5582612736484
456,10.027175648354,16.8943230409321,10.5670566814286
457,10.027905645495801,16.9004935211861,10.5758101748795
458,10.0286279557944,16.9066248955058,10.5845219252766
459,10.029342660354699,16.9127174045523,10.5931921033663
460,10.0300498394221,16.918771287547,10.6018208793663
461,10.0307495723921,16.9247867822812,10.6104084229665
462,10.0314419378193,16.9307641251238,10.6189549033301
463,10.0321270134265,16.93670355103,10.627460489093801
464,10.032804876113198,16.942605293550102,10.6359253483689
465,10.0334756019649,16.9484695848371,10.644349648741901
466,10.0341392662611,16.9542966556557,10.652733557275301
467,10.0347959434849,16.9600867353901,10.6610772405085
468,10.0354457073303,16.9658400520523,10.6693808644585
469,10.0360886307117,16.9715568322903,10.6776445946204
470,10.036724785771401,16.977237301396197,10.6858685959686
471,10.037354243888199,16.982881683313902,10.6940530329572
472,10.0379770756858,16.9884902006476,10.702198069521
473,10.038593351040198,16.9940630746694,10.7103038690764
474,10.039203139088,16.9996005253272,10.7183705945217
475,10.0398065082346,17.0051027712526,10.726398408238401
476,10.0404035261614,17.010570029768697,10.734387472091802
477,10.040994259833901,17.0160025168977,10.7423379474315
478,10.0415787755092,17.0214004473688,10.7502499950927
479,10.0421571387434,17.0267640346255,10.7581237753968
480,10.042729414399401,17.0320934908337,10.7659594481519
481,10.0432956666541,17.037389026888498,10.773757172654
482,10.0438559590056,17.0426508524226,10.7815171076877
483,10.044410354280599,17.0478791758128,10.7892394115269
484,10.0449589146412,17.053074204188302,10.7969242419356
485,10.0455017015927,17.0582361434372,10.804571756168801
486,10.046038775989802,17.0633651982146,10.812182110973302
487,10.0465701980437,17.0684615719493,10.8197554625886
488,10.0470960273295,17.073525466851198,10.8272919667475
489,10.047616322792301,17.0785570839186,10.834791778677099
490,10.0481311427541,17.0835566229449,10.8422550530994
491,10.0486405449205,17.0885242825264,10.849681944232499
492,10.049144586387401,17.0934602600686,10.8570726057911
493,10.049643323647,17.098364751793802,10.8644271909875
494,10.0501368125948,17.1032379527475,10.871745852532198
495,10.050625108535499,17.1080800568058,10.8790287426352
496,10.0511082661895,17.1128912566821,10.8862760130063
497,10.0515863396989,17.1176717439338,10.8934878148562
498,10.052059382633901,17.122421708969,10.9006642988976
499,10.0525274479988,17.1271413410539,10.907805615345302
500,10.0529905882379,17.1318308283185,10.914911913917802
501,10.0534488552415,17.1364903577641,10.921983343838
502,10.0539023003519,17.141120115269597,10.929020053833598
503,10.0543509743689,17.1457202855981,10.9360221921384
504,10.054794927556,17.1502910524033,10.942989906493
505,10.0552342096458,17.154832598236197,10.949923344145802
506,10.0556688698455,17.1593451045517,10.9568226518536
507,10.056098956843,17.1638287517146,10.963687975882499
508,10.056524518811901,17.1682837190063,10.970519462009198
509,10.0569456034171,17.172710184631,10.977317255521099
510,10.057362257820301,17.1771083257223,10.984081501218
511,10.0577745286853,17.181478318349,10.990812343412301
512,10.0581824621833,17.185820337521697,10.9975099259302
513,10.0585861039979,17.1901345571988,11.0041743921126
514,10.0589854993306,17.1944211502929,11.0108058848158
515,10.059380692905698,17.198680288676602,11.0174045464126
516,10.0597717289755,17.2029121431888,11.023970518792801
517,10.0601586513251,17.2071168836407,11.0305039433645
518,10.0605415032776,17.2112946788218,11.037004961055
519,10.0609203276988,17.215445696506,11.043473712311098
520,10.0612951670021,17.2195701034573,11.049910337100899
521,10.0616660631535,17.2236680654358,11.0563149749136
522,10.0620330576758,17.2277397472037,11.0626877647615
523,10.062396191654098,17.231785312531,11.069028845180199
524,10.062755505739599,17.2358049242015,11.0753383542296
525,10.0631110401548,17.2397987440183,11.0816164294949
526,10.0634628346978,17.2437669328095,11.0878632080876
527,10.0638109287467,17.247709650434302,11.094078826646099
528,10.064155361264401,17.2516270557883,11.100263421336999
529,10.064496170802599,17.2555193068093,11.1064171278557
530,10.064833395506302,17.2593865604827,11.1125400814273
531,10.065167073118198,17.2632289728475,11.118632416807802
532,10.065497240983,17.2670466990014,11.1246942682847
533,10.0658239360512,17.2708398931062,11.130725769678099
534,10.0661471948839,17.274608708394002,11.1367270543416
535,10.0664670536565,17.2783532971719,11.1426982551631
